epoch,train_loss,val_loss,max_loss,lr
1,0.04921882601193992,0.017966627822913972,0.06078287214040756,1e-05
2,0.048777253062667954,0.018036228098573224,0.06105617433786392,1e-05
3,0.048513005119210674,0.017672292512714367,0.05908598378300667,1e-05
4,0.048717200962016566,0.01784298237760266,0.06044283136725426,1e-05
5,0.049624436914792666,0.018247091508645744,0.0586358979344368,1e-05
6,0.0491359796425378,0.018809003000254176,0.06007038429379463,1e-05
7,0.048871212080578694,0.01866944953610234,0.059141937643289566,1e-05
8,0.04845152266268648,0.018191473200278033,0.060039449483156204,1e-05
9,0.04814142115066327,0.01790475560355643,0.06013432517647743,1e-05
10,0.048581119713714434,0.017896338019733116,0.060721658170223236,1e-05
11,0.048914804109612464,0.01813974776013146,0.060192663222551346,1e-05
12,0.049048618530209295,0.01914862826951123,0.060527801513671875,1e-05
13,0.04815213536472959,0.019332343129083735,0.06055836006999016,1e-05
14,0.04878027540578962,0.01808074575924483,0.05990965664386749,1e-05
15,0.0486667262120241,0.01827563883348392,0.0602857768535614,1e-05
16,0.04901007868587531,0.01773772716120133,0.06026628613471985,1e-05
17,0.04839279224377592,0.018602817452502373,0.061252251267433167,1e-05
18,0.0483980612710338,0.018438686313437525,0.06003400310873985,1e-05
19,0.04919636671955375,0.0183526782320668,0.059861358255147934,1e-05
20,0.04847292271179561,0.019083063341539724,0.06177978590130806,1e-05
21,0.049027868837154764,0.019532401808039234,0.06019848212599754,1e-05
22,0.048818915942798226,0.019398042246548123,0.05908307060599327,1e-05
23,0.04859140562465648,0.018252956079545937,0.06025353819131851,1e-05
24,0.049100916109594724,0.019619144226091043,0.06104433909058571,1e-05
25,0.04886672165729929,0.01894675220905827,0.06423959881067276,1e-05
26,0.05048300577579318,0.02756666939368822,0.0798313319683075,0.001
27,0.050087651992971834,0.024872339942331022,0.0777030885219574,0.001
28,0.05084794993153075,0.021751986385230317,0.07086252421140671,0.001
29,0.0508678073100105,0.01828186992535237,0.0680764839053154,0.001
30,0.050509261287730506,0.01949315746160176,0.0666881576180458,0.001
31,0.049882503958643215,0.02697340204858142,0.0987800657749176,0.001
32,0.050380776963523916,0.016815787435567688,0.07816503942012787,0.001
33,0.05102651215133232,0.0220841550056881,0.09574773162603378,0.001
34,0.050467390502992954,0.01948238045021864,0.07402441650629044,0.001
35,0.05049989020099511,0.020883050406990896,0.059770237654447556,0.001
36,0.0501030128522426,0.01859699219561481,0.065978042781353,0.001
37,0.05062816803245199,0.027287336511406843,0.07342877984046936,0.001
38,0.049888212901954276,0.018907369262232993,0.08195478469133377,0.001
